county,office,district,party,candidate,votes
Burt,President,1,Republican,Donald J. Trump,2367
Burt,President,1,Democratic,Hillary Clinton,930
Burt,President,1,Libertarian,Gary Johnson,197
Burt,President,1,By Petition,Jill Stein,39
Burt,President,1,Write In,Write In,25
Butler,President,1,Republican,Donald J. Trump,3079
Butler,President,1,Democratic,Hillary Clinton,691
Butler,President,1,Libertarian,Gary Johnson,129
Butler,President,1,By Petition,Jill Stein,27
Butler,President,1,Write In,Write In,55
Cass,President,1,Republican,Donald J. Trump,8452
Cass,President,1,Democratic,Hillary Clinton,3484
Cass,President,1,Libertarian,Gary Johnson,639
Cass,President,1,By Petition,Jill Stein,132
Cass,President,1,Write In,Write In,226
Colfax,President,1,Republican,Donald J. Trump,2171
Colfax,President,1,Democratic,Hillary Clinton,859
Colfax,President,1,Libertarian,Gary Johnson,118
Colfax,President,1,By Petition,Jill Stein,26
Colfax,President,1,Write In,Write In,40
Cuming,President,1,Republican,Donald J. Trump,3122
Cuming,President,1,Democratic,Hillary Clinton,719
Cuming,President,1,Libertarian,Gary Johnson,157
Cuming,President,1,By Petition,Jill Stein,26
Cuming,President,1,Write In,Write In,50
Dixon,President,1,Republican,Donald J. Trump,130
Dixon,President,1,Democratic,Hillary Clinton,54
Dixon,President,1,Libertarian,Gary Johnson,15
Dixon,President,1,By Petition,Jill Stein,1
Dixon,President,1,Write In,Write In,0
Dodge,President,1,Republican,Donald J. Trump,9933
Dodge,President,1,Democratic,Hillary Clinton,4544
Dodge,President,1,Libertarian,Gary Johnson,624
Dodge,President,1,By Petition,Jill Stein,162
Dodge,President,1,Write In,Write In,266
Lancaster,President,1,Republican,Donald J. Trump,61588
Lancaster,President,1,Democratic,Hillary Clinton,61898
Lancaster,President,1,Libertarian,Gary Johnson,7109
Lancaster,President,1,By Petition,Jill Stein,1974
Lancaster,President,1,Write In,Write In,3654
Madison,President,1,Republican,Donald J. Trump,10628
Madison,President,1,Democratic,Hillary Clinton,2711
Madison,President,1,Libertarian,Gary Johnson,669
Madison,President,1,By Petition,Jill Stein,126
Madison,President,1,Write In,Write In,209
Otoe,President,1,Republican,Donald J. Trump,4860
Otoe,President,1,Democratic,Hillary Clinton,2025
Otoe,President,1,Libertarian,Gary Johnson,375
Otoe,President,1,By Petition,Jill Stein,58
Otoe,President,1,Write In,Write In,139
Platte,President,1,Republican,Donald J. Trump,10965
Platte,President,1,Democratic,Hillary Clinton,2646
Platte,President,1,Libertarian,Gary Johnson,495
Platte,President,1,By Petition,Jill Stein,86
Platte,President,1,Write In,Write In,241
Polk,President,1,Republican,Donald J. Trump,2028
Polk,President,1,Democratic,Hillary Clinton,413
Polk,President,1,Libertarian,Gary Johnson,102
Polk,President,1,By Petition,Jill Stein,6
Polk,President,1,Write In,Write In,33
Sarpy,President,1,Republican,Donald J. Trump,15656
Sarpy,President,1,Democratic,Hillary Clinton,10801
Sarpy,President,1,Libertarian,Gary Johnson,1839
Sarpy,President,1,By Petition,Jill Stein,371
Sarpy,President,1,Write In,Write In,666
Saunders,President,1,Republican,Donald J. Trump,7555
Saunders,President,1,Democratic,Hillary Clinton,2523
Saunders,President,1,Libertarian,Gary Johnson,515
Saunders,President,1,By Petition,Jill Stein,97
Saunders,President,1,Write In,Write In,170
Seward,President,1,Republican,Donald J. Trump,5454
Seward,President,1,Democratic,Hillary Clinton,1875
Seward,President,1,Libertarian,Gary Johnson,337
Seward,President,1,By Petition,Jill Stein,84
Seward,President,1,Write In,Write In,172
Stanton,President,1,Republican,Donald J. Trump,2187
Stanton,President,1,Democratic,Hillary Clinton,417
Stanton,President,1,Libertarian,Gary Johnson,144
Stanton,President,1,By Petition,Jill Stein,14
